step, time, ball.id, ball.pos.x, ball.pos.y, ball.vel.x, ball.vel.y
0, 6.527027e-01, 25, 8.952527e+01, 9.614698e+01, 7.326428e+00, 8.620368e+00
0, 6.527027e-01, 47, 8.753008e+01, 9.600828e+01, -6.907801e+00, 5.621626e+00
1, 4.074931e-01, 7, 9.900000e+01, 2.515289e+01, -2.586479e-01, 6.782245e+00
1, 4.100446e-01, 15, 2.764990e+01, 9.900000e+01, 8.044161e+00, -7.018396e+00
1, 1.160767e+00, 29, 8.408975e+00, 8.118599e+01, -1.452359e+00, 1.516876e+00
1, 1.160767e+00, 33, 7.239469e+00, 7.956357e+01, -1.397472e+01, -3.125961e+00
1, 1.331319e+00, 76, 9.900000e+01, 7.043594e+01, -6.736555e+00, 6.362552e+00
2, 1.521362e-01, 75, 1.395346e+01, 3.756039e+01, 9.780585e-01, 3.065278e+00
2, 1.521362e-01, 63, 1.213836e+01, 3.672051e+01, -1.244933e+01, -4.606076e+00
2, 4.631301e-01, 20, 4.717950e+01, 8.567585e+01, 7.666675e+00, 4.231188e+00
2, 4.631301e-01, 38, 4.689833e+01, 8.369572e+01, 3.837193e-01, -2.512829e+00
2, 5.813048e-01, 59, 6.526833e+01, 5.982213e+01, 2.942595e+00, -8.348375e+00
2, 5.813048e-01, 60, 6.337486e+01, 6.046614e+01, -1.385690e+00, -1.391687e+00
2, 6.784776e-01, 82, 5.287158e+01, 1.839889e+01, -3.283447e+00, -2.274632e+00
2, 6.784776e-01, 83, 5.251711e+01, 2.036723e+01, -2.837043e-01, 6.491949e+00
2, 7.123138e-01, 87, 3.154012e+01, 1.818625e+01, 3.871212e+00, -4.537961e+00
2, 7.123138e-01, 32, 3.103136e+01, 2.012046e+01, -2.240976e+00, 9.832349e+00
2, 9.180269e-01, 66, 7.459599e+01, 3.664890e+01, 2.198728e+00, 8.026103e+00
2, 9.180269e-01, 31, 7.266154e+01, 3.614105e+01, -6.045046e+00, -5.525184e+00
2, 9.836660e-01, 25, 9.195005e+01, 9.900000e+01, 7.326428e+00, -8.620368e+00
2, 9.845707e-01, 1, 9.071176e+01, 2.744763e+01, -3.899401e+00, 9.631604e+00
2, 9.845707e-01, 85, 9.265670e+01, 2.698160e+01, -1.770077e+00, -8.759558e+00
2, 1.083203e+00, 40, 9.900000e+01, 3.634988e+00, -9.955980e+00, -8.918848e+00
2, 1.184883e+00, 47, 8.385389e+01, 9.900000e+01, -6.907801e+00, -5.621626e+00
2, 1.356008e+00, 22, 9.900000e+01, 6.841409e+01, -3.146081e+00, 7.173527e+00
3, 1.289237e+00, 29, 8.222392e+00, 8.138087e+01, -2.789083e+00, -7.804352e+00
3, 1.289237e+00, 12, 8.506300e+00, 8.336061e+01, 1.856632e+00, 1.042345e+00
3, 1.378643e+00, 40, 9.605860e+01, 1.000000e+00, -9.955980e+00, 8.918848e+00
3, 1.945930e+00, 25, 9.900000e+01, 9.070493e+01, -7.326428e+00, -8.620368e+00
4, 7.949409e-01, 34, 1.000000e+00, 4.798051e+01, 6.475787e+00, -5.198753e+00
4, 9.741869e-01, 78, 5.387518e+01, 1.804438e+01, -2.391555e+00, -7.810603e+00
4, 9.741869e-01, 82, 5.190064e+01, 1.772626e+01, -7.867293e+00, -3.013128e+00
4, 1.006514e+00, 83, 5.242405e+01, 2.249683e+01, -7.587625e-01, -6.161141e+00
4, 1.006514e+00, 57, 5.249909e+01, 2.449542e+01, 4.716803e+00, 6.304206e+00
4, 1.046832e+00, 63, 1.000000e+00, 3.259947e+01, 1.244933e+01, -4.606076e+00
4, 1.147237e+00, 84, 3.020665e+01, 3.613070e+01, 5.479757e+00, -8.269037e+00
4, 1.147237e+00, 89, 3.004551e+01, 3.812420e+01, 6.411068e+00, 2.920510e+00
4, 1.173695e+00, 23, 4.169278e+01, 9.893785e+01, 7.888006e+00, 8.724447e+00
4, 1.173695e+00, 69, 3.975019e+01, 9.846213e+01, -1.726414e+00, 5.050470e+00
4, 1.235403e+00, 44, 6.241412e+01, 3.546031e+01, 5.710841e+00, 4.848312e+00
4, 1.235403e+00, 81, 6.211221e+01, 3.348323e+01, 1.211840e+00, -7.619954e+00
4, 1.297932e+00, 37, 4.081595e+01, 1.000000e+00, -8.601872e+00, 5.906898e+00
4, 1.314989e+00, 52, 1.000000e+00, 6.701582e+01, 5.526872e+00, 3.022642e+00
4, 1.390839e+00, 36, 5.316627e+01, 7.628807e+01, 2.887744e+00, 4.052136e+00
4, 1.390839e+00, 92, 5.119908e+01, 7.592731e+01, -6.481520e+00, -3.041912e+00
4, 1.445080e+00, 91, 6.732921e+01, 1.000000e+00, -8.969834e+00, 8.931554e+00
4, 1.476222e+00, 27, 7.646440e+01, 2.304432e+01, 5.510310e+00, -5.503881e+00
4, 1.476222e+00, 64, 7.446442e+01, 2.305224e+01, -1.054294e+00, -4.206399e+00
4, 1.607250e+00, 33, 1.000000e+00, 7.816788e+01, 1.397472e+01, -3.125961e+00
4, 1.854505e+00, 48, 8.605455e+01, 9.183012e+01, -5.047353e+00, 1.448248e+01
4, 1.854505e+00, 35, 8.499117e+01, 9.013624e+01, 1.112992e-01, 4.537540e+00
4, 1.857226e+00, 10, 6.641176e+01, 9.900000e+01, 8.000388e+00, -1.240398e+01
4, 1.870199e+00, 40, 9.116468e+01, 5.384109e+00, -7.412674e+00, -6.642016e+00
4, 1.870199e+00, 97, 9.084208e+01, 7.357920e+00, -2.908639e+00, 1.007068e+01
5, 7.484735e-01, 49, 6.438244e+01, 5.697682e+01, -8.469605e+00, 2.497693e+00
5, 7.484735e-01, 59, 6.576024e+01, 5.842654e+01, 1.227280e+01, 1.468833e+00
5, 1.393297e+00, 34, 4.874825e+00, 4.486981e+01, 4.672726e+00, 4.713562e+00
5, 1.393297e+00, 90, 5.232754e+00, 4.290209e+01, -2.161677e+00, -6.769917e+00
5, 1.869600e+00, 33, 4.666263e+00, 7.734779e+01, -6.322917e-01, 6.156423e-01
5, 1.869600e+00, 29, 6.603711e+00, 7.685151e+01, 1.181793e+01, -1.154596e+01
6, 1.180819e+00, 23, 4.174898e+01, 9.900000e+01, 7.888006e+00, -8.724447e+00
7, 1.203864e+00, 17, 5.159591e+01, 1.524688e+01, -9.242270e+00, 3.998691e+00
7, 1.203864e+00, 78, 5.332589e+01, 1.625047e+01, 5.603467e+00, -3.172593e+00
7, 1.280195e+00, 69, 3.956632e+01, 9.900000e+01, -1.726414e+00, -5.050470e+00
7, 1.561458e+00, 11, 3.837482e+01, 4.862676e+01, -1.758476e+00, -7.074762e+00
7, 1.561458e+00, 70, 3.928628e+01, 5.040699e+01, 1.168101e+00, 1.093351e+01
7, 1.651633e+00, 50, 6.894834e+01, 1.636100e+01, -2.919741e+00, -1.270900e+00
7, 1.651633e+00, 53, 7.054634e+01, 1.515833e+01, 4.939004e+00, -2.295562e+00
7, 1.697743e+00, 19, 7.009673e+01, 2.435497e+01, 6.905802e+00, 2.976620e+00
7, 1.697743e+00, 41, 6.947678e+01, 2.245348e+01, -1.306534e+01, -1.195754e+00
7, 2.663153e+00, 96, 1.000000e+00, 6.095407e+01, 8.598196e+00, -8.023252e+00
8, 2.349578e+00, 48, 8.355575e+01, 9.900000e+01, -5.047353e+00, -1.448248e+01
8, 2.798926e+00, 21, 1.506227e+01, 9.900000e+01, -2.992796e+00, -3.733398e+00
9, 1.258858e+00, 17, 5.108764e+01, 1.546679e+01, -5.037324e+00, -1.329500e-01
9, 1.258858e+00, 82, 4.966105e+01, 1.686851e+01, -1.207224e+01, 1.118513e+00
9, 1.484578e+00, 42, 6.027196e+01, 1.261618e+01, 7.876803e+00, -8.310852e-01
9, 1.484578e+00, 58, 5.938468e+01, 1.082376e+01, -3.955402e+00, -5.954576e-01
9, 2.358591e+00, 18, 8.204409e+01, 8.290543e+01, -4.617343e+00, 4.617788e+00
9, 2.358591e+00, 43, 8.382989e+01, 8.380594e+01, -2.514881e+00, 1.202598e+00
10, 1.474886e+00, 3, 5.008862e+01, 6.359009e+01, 2.165589e+00, 1.191090e+01
10, 1.474886e+00, 4, 5.186201e+01, 6.266538e+01, -9.840286e-01, -1.090859e+01
10, 1.657684e+00, 55, 5.116793e+01, 2.275128e+00, 1.284667e+01, -3.316350e+00
10, 1.657684e+00, 65, 4.936335e+01, 3.137396e+00, 1.610057e+00, -6.068952e+00
10, 1.709607e+00, 38, 4.737663e+01, 8.056353e+01, 3.935610e+00, 3.101688e+00
10, 1.709607e+00, 16, 4.630737e+01, 7.887335e+01, 2.796444e+00, -4.039182e+00
10, 1.740926e+00, 8, 6.582807e+01, 3.085674e+01, -6.909191e+00, -3.347348e+00
10, 1.740926e+00, 31, 6.768707e+01, 3.159438e+01, 3.615190e+00, -1.692092e+00
10, 1.788857e+00, 87, 3.570765e+01, 1.330094e+01, 1.212184e+00, -5.282913e+00
10, 1.788857e+00, 86, 3.763349e+01, 1.384049e+01, 4.540662e-01, 7.659177e+00
10, 2.404340e+00, 97, 8.928846e+01, 1.273709e+01, -9.978705e+00, -4.876973e+00
10, 2.404340e+00, 85, 9.014360e+01, 1.454505e+01, 5.299989e+00, 6.188098e+00
10, 2.530256e+00, 40, 8.627190e+01, 1.000000e+00, -7.412674e+00, 6.642016e+00
11, 1.759076e+00, 82, 4.362229e+01, 1.742801e+01, -6.211092e-01, 1.059996e+01
11, 1.759076e+00, 80, 4.208181e+01, 1.615251e+01, -5.534344e+00, -6.777570e+00
12, 2.009870e+00, 65, 4.993039e+01, 1.000000e+00, 1.610057e+00, 6.068952e+00
12, 2.042182e+00, 55, 5.610744e+01, 1.000000e+00, 1.284667e+01, 3.316350e+00
12, 2.157702e+00, 4, 5.119010e+01, 5.521682e+01, 1.904809e+00, 6.826610e+00
12, 2.157702e+00, 94, 5.086856e+01, 5.324283e+01, -6.803129e+00, -9.960737e+00
12, 2.293445e+00, 11, 3.708764e+01, 4.344812e+01, -3.079563e+00, 1.449688e+00
12, 2.293445e+00, 89, 3.739393e+01, 4.147171e+01, 7.732155e+00, -5.603940e+00
12, 2.356314e+00, 70, 4.021476e+01, 5.909756e+01, 6.180062e+00, 1.149442e+01
12, 2.356314e+00, 13, 3.822716e+01, 5.887513e+01, 2.792691e+00, -3.583044e+00
13, 2.124049e+00, 41, 6.390695e+01, 2.194372e+01, -9.559987e+00, 1.802294e+00
13, 2.124049e+00, 51, 6.238704e+01, 2.064378e+01, -6.929814e+00, -8.369489e+00
13, 2.250080e+00, 59, 8.418916e+01, 6.063215e+01, -2.554138e+00, -5.243419e-02
13, 2.250080e+00, 54, 8.617871e+01, 6.083628e+01, 1.155396e+01, 8.474956e+00
13, 2.871700e+00, 74, 1.837965e+01, 1.000000e+00, -2.949035e-02, 7.574824e+00
14, 2.240839e+00, 3, 5.174736e+01, 7.271329e+01, -9.340526e+00, 5.037996e+00
14, 2.240839e+00, 46, 5.346437e+01, 7.373890e+01, 2.214533e+00, 1.182896e+01
14, 2.522476e+00, 80, 3.785690e+01, 1.097851e+01, -2.125506e+00, -2.575369e+00
14, 2.522476e+00, 87, 3.659693e+01, 9.425301e+00, -2.196654e+00, -9.485114e+00
14, 2.615251e+00, 39, 3.224218e+01, 1.000000e+00, 9.999871e+00, 5.913428e+00
14, 2.619011e+00, 10, 7.250633e+01, 8.955083e+01, 3.651232e+00, -1.659060e+01
14, 2.619011e+00, 47, 7.394722e+01, 9.093786e+01, -2.558644e+00, -1.435008e+00
14, 2.661507e+00, 63, 2.110162e+01, 2.516215e+01, 6.360001e+00, 2.693716e+00
14, 2.661507e+00, 28, 2.238275e+01, 2.362635e+01, 7.218202e+00, -8.969767e+00
14, 2.766098e+00, 0, 9.900000e+01, 5.615981e+01, -5.661984e+00, 5.968801e+00
14, 3.021640e+00, 61, 9.900000e+01, 3.198221e+01, -8.418287e+00, 3.695131e+00
14, 3.108990e+00, 11, 3.457612e+01, 4.463041e+01, 6.426403e+00, -3.863535e+00
14, 3.108990e+00, 72, 3.283031e+01, 4.560620e+01, -4.954960e+00, -1.905613e+00
15, 3.300996e+00, 5, 2.335249e+01, 4.488463e+01, 9.685004e-02, 3.458078e+00
15, 3.300996e+00, 32, 2.523019e+01, 4.557329e+01, 4.917542e+00, 1.245781e+01
15, 3.351385e+00, 90, 1.000000e+00, 2.964600e+01, 2.161677e+00, -6.769917e+00
15, 3.359769e+00, 54, 9.900000e+01, 7.024084e+01, -1.155396e+01, 8.474956e+00
15, 3.874267e+00, 79, 1.000000e+00, 4.802032e+01, 2.728034e+00, -4.234610e+00
16, 2.488854e+00, 3, 4.943077e+01, 7.396279e+01, -2.857081e+00, -7.067171e+00
16, 2.488854e+00, 16, 4.848649e+01, 7.572583e+01, -3.687001e+00, 8.065985e+00
16, 2.577708e+00, 31, 7.071220e+01, 3.017847e+01, 4.359403e+00, -3.618887e+00
16, 2.577708e+00, 26, 6.999159e+01, 3.204414e+01, 1.647717e+00, -2.452017e+00
16, 3.108493e+00, 18, 7.858153e+01, 8.636832e+01, -1.371833e+01, -8.438140e+00
16, 3.108493e+00, 48, 7.972523e+01, 8.800903e+01, 4.053634e+00, -1.426550e+00
18, 2.625619e+00, 46, 5.431648e+01, 7.829045e+01, -8.703475e+00, 5.733022e+00
18, 2.625619e+00, 67, 5.606273e+01, 7.926544e+01, 3.340872e+00, 9.811657e+00
18, 2.976423e+00, 39, 3.585385e+01, 3.135764e+00, 1.174348e+01, -7.699608e+00
18, 2.976423e+00, 87, 3.559976e+01, 5.119558e+00, -3.940263e+00, 4.127922e+00
18, 3.323919e+00, 40, 8.038873e+01, 6.271527e+00, -5.884606e+00, -4.305514e+00
18, 3.323919e+00, 97, 8.011225e+01, 8.252324e+00, -1.150677e+01, 6.070558e+00
19, 2.649513e+00, 67, 5.614255e+01, 7.949989e+01, 1.501300e+00, 4.535534e+00
19, 2.649513e+00, 36, 5.680100e+01, 8.138839e+01, 4.727316e+00, 9.328259e+00
19, 2.742477e+00, 86, 3.806650e+01, 2.114443e+01, -4.871908e+00, -3.184911e+00
19, 2.742477e+00, 84, 3.894818e+01, 2.293960e+01, 1.080573e+01, 2.575051e+00
19, 3.034094e+00, 77, 4.320287e+01, 4.346540e+01, -1.137858e+01, -2.522922e+00
19, 3.034094e+00, 94, 4.490635e+01, 4.451332e+01, 2.461997e+00, -4.261192e+00
19, 3.115531e+00, 65, 5.171057e+01, 7.710206e+00, 6.004819e+00, -2.815474e+00
19, 3.115531e+00, 83, 5.082381e+01, 9.502874e+00, -5.153525e+00, 2.723285e+00
19, 3.253809e+00, 39, 3.911133e+01, 1.000000e+00, 1.174348e+01, 7.699608e+00
19, 3.441690e+00, 85, 9.564154e+01, 2.096427e+01, 7.568051e+00, 1.718455e+00
19, 3.441690e+00, 56, 9.473652e+01, 2.274779e+01, 1.241457e+00, 4.128649e+00
19, 3.527801e+00, 97, 7.776623e+01, 9.489998e+00, 1.444103e+00, -7.138197e+00
19, 3.527801e+00, 42, 7.636602e+01, 1.091808e+01, -5.074073e+00, 1.237767e+01
20, 3.350153e+00, 51, 5.389036e+01, 1.038191e+01, -1.837555e+00, -6.561959e+00
20, 3.350153e+00, 58, 5.200558e+01, 9.712893e+00, -9.047661e+00, -2.402987e+00
20, 3.583024e+00, 84, 4.803090e+01, 2.510405e+01, -7.927597e+00, 7.732083e+00
20, 3.583024e+00, 41, 4.995917e+01, 2.457322e+01, 9.173341e+00, -3.354738e+00
20, 3.647878e+00, 59, 8.061899e+01, 6.055886e+01, -2.469608e+00, 8.074658e+00
20, 3.647878e+00, 66, 8.059819e+01, 5.855896e+01, 2.114198e+00, -1.009895e-01
20, 3.807934e+00, 35, 8.520859e+01, 9.900000e+01, 1.112992e-01, -4.537540e+00
20, 3.885458e+00, 85, 9.900000e+01, 2.172687e+01, -7.568051e+00, 1.718455e+00
21, 3.034322e+00, 46, 5.075934e+01, 8.063355e+01, 7.702994e+00, 6.157828e+00
21, 3.034322e+00, 15, 4.876001e+01, 8.058178e+01, -8.362308e+00, -7.443202e+00
21, 3.277134e+00, 62, 3.872783e+01, 6.035627e+01, 1.070940e+01, 3.572818e+00
21, 3.277134e+00, 88, 3.770228e+01, 5.863922e+01, 2.742437e+00, -7.539831e+00
21, 3.445411e+00, 77, 3.852266e+01, 4.242768e+01, 3.337262e+00, -9.968819e+00
21, 3.445411e+00, 11, 3.673809e+01, 4.333063e+01, -8.289442e+00, 3.582363e+00
21, 3.654217e+00, 41, 5.061225e+01, 2.433439e+01, -6.852865e+00, -4.301151e+00
21, 3.654217e+00, 8, 5.260878e+01, 2.445229e+01, 9.117015e+00, -2.400935e+00
21, 3.690209e+00, 55, 7.727910e+01, 6.465436e+00, 7.843835e+00, -9.614246e+00
21, 3.690209e+00, 97, 7.800076e+01, 8.330696e+00, 6.446935e+00, 5.792399e+00
21, 3.691468e+00, 48, 8.208840e+01, 8.717739e+01, -2.111025e+00, 9.077263e+00
21, 3.691468e+00, 76, 8.310073e+01, 8.545251e+01, -5.718963e-01, -4.141261e+00
22, 3.008103e+00, 23, 5.616261e+01, 8.305796e+01, 4.140171e+00, 5.243583e+00
22, 3.008103e+00, 67, 5.668091e+01, 8.112628e+01, 5.249135e+00, -9.432497e+00
22, 3.612162e+00, 20, 7.132211e+01, 9.900000e+01, 7.666675e+00, -4.231188e+00
22, 4.037022e+00, 87, 3.142072e+01, 9.497627e+00, -6.949754e+00, -1.921897e+00
22, 4.037022e+00, 28, 3.231150e+01, 1.128830e+01, 1.022769e+01, -2.919947e+00
23, 3.691254e+00, 55, 7.728729e+01, 6.455392e+00, 2.610342e+00, 2.167423e-01
23, 3.691254e+00, 40, 7.822711e+01, 4.689963e+00, -6.511129e-01, -1.413650e+01
23, 3.708842e+00, 32, 2.723578e+01, 5.065416e+01, 1.158636e+01, 8.033946e-01
23, 3.708842e+00, 99, 2.624248e+01, 5.239006e+01, -9.583520e+00, 4.160098e+00
24, 3.935000e+00, 99, 2.407509e+01, 5.333089e+01, -7.479760e+00, -2.990642e-01
24, 3.935000e+00, 6, 2.322172e+01, 5.513970e+01, -6.731344e-03, 8.678271e+00
25, 3.197652e+00, 3, 4.740568e+01, 6.895359e+01, 7.815032e+00, -6.073991e+00
25, 3.197652e+00, 70, 4.541428e+01, 6.876826e+01, -4.492051e+00, 1.050124e+01
25, 3.952278e+00, 40, 7.805715e+01, 1.000000e+00, -6.511129e-01, 1.413650e+01
25, 4.086653e+00, 59, 7.953539e+01, 6.410181e+01, 1.312935e+01, -2.197631e+00
25, 4.086653e+00, 10, 7.786503e+01, 6.520178e+01, -1.194772e+01, -6.318306e+00
26, 3.677005e+00, 70, 4.326101e+01, 7.380206e+01, -5.623698e+00, -7.614279e+00
26, 3.677005e+00, 15, 4.338570e+01, 7.579817e+01, -7.230661e+00, 1.067231e+01
26, 4.215670e+00, 40, 7.788566e+01, 4.723447e+00, -5.115877e+00, 3.442431e+00
26, 4.215670e+00, 55, 7.865620e+01, 6.569055e+00, 7.075106e+00, 1.091081e+01
26, 4.371609e+00, 77, 4.161363e+01, 3.319458e+01, 1.798543e+00, 8.540632e+00
26, 4.371609e+00, 84, 4.177932e+01, 3.120146e+01, -6.388877e+00, -1.077737e+01
26, 4.779895e+00, 51, 5.126313e+01, 1.000000e+00, -1.837555e+00, 6.561959e+00
27, 3.798541e+00, 38, 5.559785e+01, 8.704275e+01, 3.606393e+00, 3.636616e+00
27, 3.798541e+00, 46, 5.664611e+01, 8.533948e+01, 8.032211e+00, 5.622900e+00
27, 3.979057e+00, 32, 3.036659e+01, 5.087125e+01, 5.814304e+00, -7.234981e+00
27, 3.979057e+00, 29, 3.153313e+01, 5.249581e+01, 1.758998e+01, -3.507580e+00
27, 4.450696e+00, 76, 8.266653e+01, 8.230835e+01, 3.817298e-01, 6.882956e+00
27, 4.450696e+00, 71, 8.249416e+01, 8.031579e+01, -1.680383e+00, -4.045374e+00
27, 4.490064e+00, 84, 4.102252e+01, 2.992483e+01, 1.527641e+00, 2.819678e+00
27, 4.490064e+00, 91, 4.001621e+01, 2.819644e+01, -1.688635e+01, -4.665492e+00
27, 4.851921e+00, 39, 5.787873e+01, 1.330484e+01, 4.740581e+00, 1.180283e+01
27, 4.851921e+00, 50, 5.960433e+01, 1.229375e+01, 4.083158e+00, -5.374125e+00
28, 4.371354e+00, 49, 3.369808e+01, 6.602567e+01, -4.726275e+00, 7.773396e-01
28, 4.371354e+00, 92, 3.188081e+01, 6.686085e+01, -1.022485e+01, -1.321558e+00
28, 4.402475e+00, 29, 3.898104e+01, 5.101063e+01, 7.024292e+00, 1.498083e+00
28, 4.402475e+00, 88, 4.078846e+01, 5.015434e+01, 1.330812e+01, -1.254549e+01
28, 4.498775e+00, 34, 1.938588e+01, 5.950767e+01, 3.837946e+00, 1.808027e-01
28, 4.498775e+00, 93, 1.974812e+01, 6.147459e+01, 2.407477e+00, 5.130744e+00
28, 4.502258e+00, 10, 7.289951e+01, 6.257586e+01, -4.289554e-01, 4.825779e+00
28, 4.502258e+00, 95, 7.146211e+01, 6.118522e+01, -9.140260e+00, -9.220161e+00
28, 4.615462e+00, 99, 1.898539e+01, 5.312739e+01, -5.483227e+00, 5.349197e+00
28, 4.615462e+00, 75, 1.831885e+01, 5.124173e+01, -1.018474e+00, -2.582982e+00
28, 4.894265e+00, 79, 3.782589e+00, 4.370102e+01, 6.269905e+00, 6.358950e+00
28, 4.894265e+00, 14, 3.148412e+00, 4.180423e+01, -4.387836e+00, -1.855476e+00
28, 5.481455e+00, 27, 9.853448e+01, 1.000000e+00, 5.510310e+00, 5.503881e+00
29, 4.490783e+00, 70, 3.868456e+01, 6.760572e+01, -3.980141e+00, -4.571188e+00
29, 4.490783e+00, 45, 3.773414e+01, 6.584598e+01, -1.041349e-01, -1.059537e+01
29, 4.521831e+00, 88, 4.237686e+01, 4.865696e+01, 1.782970e+01, 6.133652e+00
29, 4.521831e+00, 82, 4.190632e+01, 4.671310e+01, -5.142687e+00, -8.079188e+00
29, 4.528867e+00, 20, 7.835019e+01, 9.512125e+01, -4.070003e+00, -2.190728e+00
29, 4.528867e+00, 48, 8.032063e+01, 9.477868e+01, 9.625652e+00, 7.036803e+00
29, 4.669010e+00, 67, 6.539923e+01, 6.545978e+01, 2.151385e+00, -4.201961e+00
29, 4.669010e+00, 24, 6.641839e+01, 6.373894e+01, 2.747563e+00, -1.091404e+01
29, 4.884450e+00, 25, 7.747114e+01, 6.537381e+01, -7.458623e-01, -7.402071e+00
29, 4.884450e+00, 1, 7.550456e+01, 6.500972e+01, -1.047997e+01, 8.413307e+00
29, 4.954017e+00, 5, 2.351258e+01, 5.060091e+01, -1.031777e+00, 6.382922e+00
29, 4.954017e+00, 11, 2.423259e+01, 4.873500e+01, -7.160815e+00, 6.575192e-01
29, 5.383894e+00, 14, 1.000000e+00, 4.089574e+01, 4.387836e+00, -1.855476e+00
29, 5.419623e+00, 58, 3.328172e+01, 4.739984e+00, -4.796018e+00, 8.815031e-01
29, 5.419623e+00, 80, 3.169899e+01, 3.517292e+00, -6.377150e+00, -5.859859e+00
29, 5.565937e+00, 27, 9.900000e+01, 1.464977e+00, -5.510310e+00, 5.503881e+00
29, 5.883104e+00, 19, 9.900000e+01, 3.681319e+01, -6.905802e+00, 2.976620e+00
30, 4.797620e+00, 92, 2.752230e+01, 6.629751e+01, -6.894574e+00, -4.397591e+00
30, 4.797620e+00, 2, 2.605311e+01, 6.765453e+01, -3.782336e+00, 5.653451e+00
30, 4.984816e+00, 1, 7.445272e+01, 6.585413e+01, -4.193612e+00, 1.180448e+01
30, 4.984816e+00, 10, 7.269251e+01, 6.490459e+01, -6.715310e+00, 1.434608e+00
30, 5.273317e+00, 41, 3.951678e+01, 1.737040e+01, -7.491320e+00, 2.503954e+00
30, 5.273317e+00, 83, 3.970360e+01, 1.537914e+01, -4.515071e+00, -4.081819e+00
30, 5.365504e+00, 65, 6.522125e+01, 1.375464e+00, 2.477187e-01, -4.748444e+00
30, 5.365504e+00, 81, 6.711723e+01, 2.012049e+00, 6.968941e+00, -5.686984e+00
30, 5.430309e+00, 59, 9.717671e+01, 6.114895e+01, 9.938659e+00, 9.551505e+00
30, 5.430309e+00, 7, 9.770086e+01, 5.921886e+01, 2.932039e+00, -4.966892e+00
31, 4.242328e+00, 23, 6.127251e+01, 8.952972e+01, 5.407818e+00, 7.267028e+00
31, 4.242328e+00, 46, 6.021071e+01, 8.783485e+01, 6.764563e+00, 3.599455e+00
31, 4.644271e+00, 4, 5.592654e+01, 7.219165e+01, -1.530063e+01, -6.376136e+00
31, 4.644271e+00, 18, 5.751322e+01, 7.340921e+01, 3.487106e+00, 4.764606e+00
31, 5.027159e+00, 72, 2.332586e+01, 4.195091e+01, 8.704306e+00, -2.152495e+00
31, 5.027159e+00, 96, 2.132619e+01, 4.198705e+01, -5.061070e+00, -7.776370e+00
31, 5.444575e+00, 65, 6.524084e+01, 1.000000e+00, 2.477187e-01, 4.748444e+00
31, 5.564908e+00, 51, 4.982063e+01, 6.151217e+00, 1.186562e+01, 1.642791e+00
31, 5.564908e+00, 28, 4.793825e+01, 6.826956e+00, -3.475487e+00, 1.999221e+00
